"Date"	"P"	"Q"	"E"
1992-08-27	0.08	154.162	10.13
1992-08-28	8.21	149.401	12.05
1992-08-29	0.38	171.161	7.02
1992-08-30	26.83	161.603	6.8
1992-08-31	21.45	268.581	10.87
1992-09-01	16.7	315.67	9.27
1992-09-02	8.82	244.795	11.72
1992-09-03	3.2	225.333	11.19
1992-09-04	12.75	259.61	8.33
1992-09-05	2.31	214.229	10.48
1992-09-06	1.65	198.902	11.69
1992-09-07	7.25	230.207	9.73
1992-09-08	4.38	223.575	10.78
1992-09-09	2.2	188.805	12.12
1992-09-10	0	179.947	12.58
1992-09-11	2.21	195.607	10.88
1992-09-12	29.82	367.246	7.95
1992-09-13	11.28	361.963	8.94
1992-09-14	16.05	270.142	11.15
1992-09-15	11.69	301.823	8.17
1992-09-16	17.34	359.748	9.77
1992-09-17	5.58	340.876	13.04
1992-09-18	6.66	295.29	12.9
1992-09-19	4.71	302.76	10.4
1992-09-20	6.72	273.894	12.77
1992-09-21	1.57	262.62	11.95
1992-09-22	25.17	380.056	11.22
1992-09-23	23.81	366.83	14.38
1992-09-24	0.2	293.91	11.48
1992-09-25	27.08	388.178	11.78
1992-09-26	0.48	300.928	13.18
1992-09-27	0.01	272.462	13.34
1992-09-28	0.17	265.654	14.6
1992-09-29	39.42	567.9	10.02
1992-09-30	27.66	551.515	13.35
1992-10-01	0.19	480.116	13.25
1992-10-02	0	409.232	15.49
1992-10-03	0	354.615	17.89
1992-10-04	0.04	328.069	13.54
1992-10-05	37.19	344.681	14.23
1992-10-06	0.44	563.351	16.18
1992-10-07	2.91	454.906	17.4
1992-10-08	1.41	371.18	13.15
1992-10-09	31.65	357.076	11.55
1992-10-10	15.33	549.169	12.48
1992-10-11	30.12	710.72	13.22
1992-10-12	26.26	702.673	17.1
1992-10-13	0	525.271	19.33
1992-10-14	0	449.759	20.99
1992-10-15	0	419.066	21.57
1992-10-16	9.75	399.023	19.65
1992-10-17	22.16	411.097	17.65
1992-10-18	12.36	479.863	12.55
1992-10-19	12.65	468.777	14.97
1992-10-20	11.57	431.23	10.82
1992-10-21	6.67	503.775	14.19
1992-10-22	0.16	427.818	17.33
1992-10-23	0.04	383.531	19.79
1992-10-24	0	364.691	20.15
1992-10-25	0.02	349.36	18.58
1992-10-26	0	339.195	18.02
1992-10-27	0	332.256	20.13
1992-10-28	0.13	320.695	24.07
1992-10-29	0.05	310.886	23.47
1992-10-30	0.03	300.116	16.08
1992-10-31	14.51	311.853	19.44
1992-11-01	11.58	326.557	13.72
1992-11-02	4.93	309.63	13.18
1992-11-03	0	288.461	15.02
1992-11-04	18.2	330.806	12.93
1992-11-05	2.87	303.075	17.5
1992-11-06	1.39	279.561	17.09
1992-11-07	0	269.317	19.74
1992-11-08	0	262.258	22.14
1992-11-09	0.16	267.859	14.2
1992-11-10	14.66	342.623	10.77
1992-11-11	20.56	325.721	12.67
1992-11-12	12.77	347.531	17.05
1992-11-13	1.89	279.419	17.55
1992-11-14	0	258.908	20.49
1992-11-15	0	248.661	21.59
1992-11-16	0	241.722	24.43
1992-11-17	0	234.177	24.42
1992-11-18	3.92	271.509	20.98
1992-11-19	10.25	288.233	23.09
1992-11-20	33.09	367.634	24.58
1992-11-21	0.53	329.04	18.59
1992-11-22	30.1	385.585	17.77
1992-11-23	8.8	288.902	20.47
1992-11-24	7.61	286.08	17.68
1992-11-25	7.09	288.949	14.12
1992-11-26	8.73	333.442	12.9
1992-11-27	10.36	284.707	16.34
1992-11-28	9.47	285.076	15.67
1992-11-29	2.95	281.084	15.6
1992-11-30	10.46	288.103	18.5
1992-12-01	0	257.929	19.33
1992-12-02	0.07	251.696	21.37
1992-12-03	0	243.01	26.17
1992-12-04	3.03	237.348	20.35
1992-12-05	17.39	236.068	21.17
1992-12-06	20.33	309.443	21.25
1992-12-07	13.54	316.435	19.85
1992-12-08	0.02	243.264	21.52
1992-12-09	0	226.824	23.39
1992-12-10	0	218.841	25.54
1992-12-11	0	214.195	26.85
1992-12-12	0	208.339	29.37
1992-12-13	0	203.673	21.55
1992-12-14	21.95	207.716	18.57
1992-12-15	0.04	288.317	19.74
1992-12-16	0.05	223.376	22.42
1992-12-17	0.48	205.319	20.62
1992-12-18	0.03	199.427	24.82
1992-12-19	0	196.157	19.43
1992-12-20	9.11	190.962	18.82
1992-12-21	41.43	247.008	24.72
1992-12-22	2.94	407.861	23.72
1992-12-23	19.7	244.241	26.44
1992-12-24	0.1	277.313	26.59
1992-12-25	5.72	222.236	21.24
1992-12-26	5.92	237.369	19.52
1992-12-27	0	242.385	20.75
1992-12-28	21.87	207.85	18.18
1992-12-29	2.96	275.579	22.49
1992-12-30	0.41	224.57	26.62
1992-12-31	0	205.284	29
1993-01-01	0	188.044	31.45
1993-01-02	0	185.027	31.84
1993-01-03	11.25	181.024	23.65
1993-01-04	3.9	202.142	19.77
1993-01-05	0	193.568	19.53
1993-01-06	1.05	181.082	18.47
1993-01-07	0.25	181.351	17.24
1993-01-08	6.12	184.529	21.82
1993-01-09	0.22	205.45	24.62
1993-01-10	0.77	197.013	23.1
1993-01-11	1.05	181.658	26.68
1993-01-12	0	172.714	22.97
1993-01-13	0	166.816	27.69
1993-01-14	0	162.698	31.84
1993-01-15	0	158.887	34.43
1993-01-16	0.09	155.365	27.18
1993-01-17	6.85	152.975	27.18
1993-01-18	7.96	165.445	23.97
1993-01-19	0.36	163.513	26.37
1993-01-20	0	158.057	30.22
1993-01-21	0	151.003	22.37
1993-01-22	0.47	147.96	26.63
1993-01-23	0.46	153.206	25.6
1993-01-24	5.88	148.597	22.47
1993-01-25	26.46	166.215	24.2
1993-01-26	0.08	233.732	24.07
1993-01-27	19.72	163.181	23.33
1993-01-28	18.47	246.629	25.84
1993-01-29	3.79	311.446	28.91
1993-01-30	0	183.593	28.3
1993-01-31	0	225.099	30.37
1993-02-01	0	162.811	32.6
1993-02-02	27.69	182.105	31.93
1993-02-03	16.65	156.879	33.85
1993-02-04	3.01	146.179	29.05
1993-02-05	3.07	141.434	23.44
1993-02-06	0	138.34	27.28
1993-02-07	0	141.121	31.51
1993-02-08	0.11	139.43	25.3
1993-02-09	0.45	135.514	20.74
1993-02-10	0.38	146.437	25.87
1993-02-11	0	149.333	28.24
1993-02-12	4.56	135.225	19.89
1993-02-13	0	136.577	25.57
1993-02-14	0	136.101	27.52
1993-02-15	3.78	131.731	21.83
1993-02-16	2.6	127.579	26.61
1993-02-17	0.53	125.929	28.94
1993-02-18	0	261.642	28.8
1993-02-19	1.55	230.561	28.54
1993-02-20	44.54	167.527	17.31
1993-02-21	24.65	208.139	14.23
1993-02-22	22.01	188.728	14.21
1993-02-23	14.28	151.313	17.18
1993-02-24	9.79	140.34	20.33
1993-02-25	0.02	136.643	26.09
1993-02-26	0	142.997	20.08
1993-02-27	0	161.083	18.38
1993-02-28	0.57	161.083	13.22
1993-03-01	16.48	161.083	16.82
1993-03-02	1.96	176.544	16.5
1993-03-03	3.41	181.573	17.52
1993-03-04	0	162.24	20.64
1993-03-05	0	145.366	22.35
1993-03-06	2.82	136.715	25.35
1993-03-07	20.67	135.318	19.94
1993-03-08	6.41	170.257	20.15
1993-03-09	0.21	167.367	21.24
1993-03-10	0	140.362	21.14
1993-03-11	0.52	135.308	18.47
1993-03-12	0.26	133.233	22.68
1993-03-13	0	130.877	23.71
1993-03-14	0	129.274	24.59
1993-03-15	0	127.911	25.71
1993-03-16	0.13	126.79	23.6
1993-03-17	0.05	123.745	24.04
1993-03-18	0	124.528	22.99
1993-03-19	0.58	122.145	24.65
1993-03-20	10.98	122.746	23.1
1993-03-21	1.77	138.043	24.7
1993-03-22	3.48	148.175	23.94
1993-03-23	6	125.626	22.97
1993-03-24	1.16	129.631	22.29
1993-03-25	0.25	129.857	16.62
1993-03-26	0.49	121.593	19.84
1993-03-27	2.69	123.932	18.55
1993-03-28	16.41	121.459	18.29
1993-03-29	27.84	190.766	15.04
1993-03-30	1.77	206.116	17.27
1993-03-31	0.38	205.485	18.92
1993-04-01	1.67	140.933	20.28
1993-04-02	0.64	130.147	16.49
1993-04-03	0	124.236	19.64
1993-04-04	0	120.788	19.94
1993-04-05	2.28	119.605	22.88
1993-04-06	0.22	117.01	16.24
1993-04-07	0.89	114.705	15.53
1993-04-08	3.97	132.37	14.82
1993-04-09	3.26	121.292	18.92
1993-04-10	0	115.372	20.13
1993-04-11	0.04	113.968	22.05
1993-04-12	0.5	113.057	22.29
1993-04-13	1.34	115.267	21.19
1993-04-14	15.23	157.761	16.12
1993-04-15	0.05	130.388	17.47
1993-04-16	0.08	121.222	19.82
1993-04-17	0	114.01	20.57
1993-04-18	0	112.935	21.13
1993-04-19	0	111.669	21.77
1993-04-20	0	111.067	21.75
1993-04-21	0	109.638	22.49
1993-04-22	0	106.428	22.59
1993-04-23	0	106.211	22.7
1993-04-24	0	105.834	20.98
1993-04-25	0	103.38	18.32
1993-04-26	0	103.266	19.57
1993-04-27	0	102.88	21.54
1993-04-28	0	101.624	17.25
1993-04-29	0.07	102.312	19.57
1993-04-30	0.07	100.107	20.19
1993-05-01	1.93	99.725	19.84
1993-05-02	6.34	100.702	19.13
1993-05-03	9.79	111.082	15.48
1993-05-04	3.94	124.376	13.15
1993-05-05	0.52	137.897	15.21
1993-05-06	0.13	109.96	16.19
1993-05-07	2.34	106.067	12.19
1993-05-08	3.45	105.381	15.08
1993-05-09	0.11	112.443	14.54
1993-05-10	4.33	120.92	14.95
1993-05-11	0.6	108.539	13.48
1993-05-12	0.51	105.465	13.54
1993-05-13	0	107.512	14.52
1993-05-14	0.86	106.04	12.11
1993-05-15	4.55	105.345	10.18
1993-05-16	0.04	115.998	13.09
1993-05-17	1.53	108.785	15.01
1993-05-18	0	106.391	15.32
1993-05-19	0	104.968	15.67
1993-05-20	0	103.801	15.54
1993-05-21	0.09	103.795	12.93
1993-05-22	10.64	103.762	10.69
1993-05-23	4.17	112.039	11.43
1993-05-24	4.57	124.05	10.08
1993-05-25	3.3	108.762	11.65
1993-05-26	3.05	107.819	11.49
1993-05-27	0.02	112.696	13.8
1993-05-28	0.03	106.31	15.31
1993-05-29	0.12	106.228	15.24
1993-05-30	14.31	103.685	13.5
1993-05-31	12.65	119.207	9.02
1993-06-01	7.15	155.635	11.22
1993-06-02	4.1	127.511	11.57
1993-06-03	5.68	139.029	10.79
1993-06-04	4.63	146.393	10.56
1993-06-05	0.04	127.414	11.71
1993-06-06	0.19	117.24	11.55
1993-06-07	2.12	116.366	10.85
1993-06-08	3.3	120.855	11.1
1993-06-09	3.35	124.54	10.27
1993-06-10	1.72	118.972	7.91
1993-06-11	11.61	137.145	7.35
1993-06-12	13.49	154.131	5.59
1993-06-13	9.55	133.437	7.85
1993-06-14	16.07	131.232	10.93
1993-06-15	1.43	119.422	9.99
1993-06-16	1.42	119.499	8.43
1993-06-17	0.36	119.872	9.9
1993-06-18	2.6	118.698	12.87
1993-06-19	2.24	115.223	11.24
1993-06-20	11.71	120.003	10.59
1993-06-21	9.2	119.251	10.47
1993-06-22	1.37	118.491	9.02
1993-06-23	4.68	114.051	8.13
1993-06-24	4.8	111.07	8.69
1993-06-25	5.15	121.927	9.21
1993-06-26	2.65	122.22	9.59
1993-06-27	0.83	122.156	10.63
1993-06-28	2.97	116.364	11.42
1993-06-29	0	119.341	10.78
1993-06-30	0	122.788	12.64
1993-07-01	2.71	119.368	9.73
1993-07-02	3.65	122.698	13.63
1993-07-03	7.93	129.702	12.57
1993-07-04	7.76	137.509	10.17
1993-07-05	6.88	186.257	6.04
1993-07-06	3.78	135.521	8.57
1993-07-07	5.24	134.931	10.83
1993-07-08	31.96	157.199	9.52
1993-07-09	17	307.228	7.25
1993-07-10	13.07	222.04	8.07
1993-07-11	0.83	271.868	8.89
1993-07-12	7.29	192.68	10.02
1993-07-13	0.28	173.169	11.94
1993-07-14	0.69	162.6	12.55
1993-07-15	1.34	156.988	9.15
1993-07-16	2.19	154.266	10.94
1993-07-17	0.08	151.585	10.59
1993-07-18	0	151.434	10.74
1993-07-19	0.21	143.212	11.08
1993-07-20	0	142.096	10
1993-07-21	0.33	136.843	9.49
1993-07-22	1.9	136.794	10.25
1993-07-23	0.61	141.093	10.32
1993-07-24	0.18	136.522	10.32
1993-07-25	30.3	132.018	10.99
1993-07-26	23.17	289.983	10
1993-07-27	0.13	283.239	11.52
1993-07-28	0.09	191.016	12.78
1993-07-29	0	163.493	13.1
1993-07-30	0	153.477	10.4
1993-07-31	31.36	151.795	10.8
1993-08-01	0.22	296.323	10.67
1993-08-02	9.61	183.672	9.6
1993-08-03	12.11	189.552	8.63
1993-08-04	16.05	320.483	9.67
1993-08-05	0	274.184	9.54
1993-08-06	0.15	204.604	10.87
1993-08-07	0	185.256	10.05
1993-08-08	11.02	176.939	10.24
1993-08-09	6.91	199.767	14.28
1993-08-10	10.53	197.554	8.78
1993-08-11	16.72	234.759	10.05
1993-08-12	0.06	291.599	12.89
1993-08-13	0.35	215.882	12.04
1993-08-14	25.72	195.005	12
1993-08-15	9.59	299.238	13.22
1993-08-16	25.48	253.508	9.37
1993-08-17	2.95	288.648	9.14
1993-08-18	7.24	240.944	10.32
1993-08-19	0.42	260.138	11.49
1993-08-20	0.46	241.668	11.4
1993-08-21	0.22	216.835	12.47
1993-08-22	4.67	207.723	12.31
1993-08-23	3.36	210.009	15.01
1993-08-24	0	200.042	14.87
1993-08-25	0.06	193.174	15.27
1993-08-26	0	188.407	15.83
1993-08-27	0.06	184.063	17.24
1993-08-28	0.1	174.454	16.63
1993-08-29	0	170.3	15.92
1993-08-30	0	166.5	14.08
1993-08-31	18.32	162.268	16.55
1993-09-01	36.66	305.057	14.89
1993-09-02	56.06	595.467	11.54
1993-09-03	26.45	509.63	9.91
1993-09-04	0.38	312.455	12.19
1993-09-05	0	263.498	13.12
1993-09-06	0.34	240.817	14.97
1993-09-07	0	227.258	13.39
1993-09-08	9.86	306.361	13.09
1993-09-09	37.03	521.273	11.5
1993-09-10	21.66	339.945	11.31
1993-09-11	0.52	278.805	11
1993-09-12	10.6	306.854	9.5
1993-09-13	7.58	281.573	13.95
1993-09-14	7.51	283.898	8.73
1993-09-15	36.64	458.432	11.32
1993-09-16	13.95	485.435	13.11
1993-09-17	4.72	340.259	14.38
1993-09-18	0.08	306.164	15.31
1993-09-19	7.97	336.798	13.44
1993-09-20	36.11	504.062	10.26
1993-09-21	1.98	354.538	10.3
1993-09-22	6.39	330.716	12.55
1993-09-23	0.22	308.518	15.36
1993-09-24	0.2	286.99	15.89
1993-09-25	0	273.131	15.97
1993-09-26	0	262.025	17.52
1993-09-27	0	252.549	18.17
1993-09-28	0	250.54	20.89
1993-09-29	1.28	243.359	19.42
1993-09-30	3.21	249.791	21.72
1993-10-01	15.92	239.888	14.9
1993-10-02	39.56	355.908	16.83
1993-10-03	1.45	512.214	14.47
1993-10-04	25.82	323.069	13.07
1993-10-05	0.37	407.418	14.89
1993-10-06	0.1	326.814	15.43
1993-10-07	0.09	300.715	18.65
1993-10-08	0	278.091	22.11
1993-10-09	0.09	267.881	14.22
1993-10-10	7.99	263.781	9.43
1993-10-11	7.34	282.64	11.4
1993-10-12	0	293.239	13.8
1993-10-13	0	255.123	15.34
1993-10-14	0	245.618	16.74
1993-10-15	0	238.649	18.88
1993-10-16	0	234.269	18.33
1993-10-17	0.13	229.975	19.98
1993-10-18	3.95	226.985	15.22
1993-10-19	20.38	241.66	14.19
1993-10-20	4.9	327.096	13.1
1993-10-21	10.87	287.923	13.51
1993-10-22	0.09	301.099	15.83
1993-10-23	0	247.811	18.24
1993-10-24	0.8	231.628	15.98
1993-10-25	7.49	229.12	15.6
1993-10-26	13.41	257.42	13.73
1993-10-27	1.23	277.981	17.31
1993-10-28	0	251.54	20.21
1993-10-29	10.25	224.715	14
1993-10-30	0	258.467	15.94
1993-10-31	0	220.939	18.64
1993-11-01	0	209.032	17.11
1993-11-02	35.95	388.623	13.19
1993-11-03	15.46	292.21	12.65
1993-11-04	15.55	367.061	10.82
1993-11-05	34.6	506.766	13.41
1993-11-06	0.06	340.807	17.39
1993-11-07	1.91	291.408	15.25
1993-11-08	0.65	270.561	13.97
1993-11-09	5.44	269.226	15.25
1993-11-10	2.22	249.958	19.04
1993-11-11	0	240.153	21.2
1993-11-12	0	233.288	22.14
1993-11-13	5.8	252.123	24.17
1993-11-14	0.62	235.354	19.19
1993-11-15	0.2	224.296	22.01
1993-11-16	0	216.871	25.41
1993-11-17	0	253.669	28.02
1993-11-18	32.14	308.052	27.29
1993-11-19	6.27	238.589	19.98
1993-11-20	12.29	249.345	17.31
1993-11-21	0.02	222.376	19.45
1993-11-22	0.79	210.568	16.12
1993-11-23	1.07	209.747	18.2
1993-11-24	0	200.147	19.78
1993-11-25	0	195.968	22.6
1993-11-26	0	193.185	26.75
1993-11-27	0	188.979	29.04
1993-11-28	0	184.393	22.04
1993-11-29	0	181.832	24.42
1993-11-30	0	178.985	27.84
1993-12-01	0	177.921	33.55
1993-12-02	0	177.692	22.7
1993-12-03	0.65	175.173	22.6
1993-12-04	3.88	175.724	17.85
1993-12-05	0.65	181.564	20.3
1993-12-06	2.38	182.083	22.81
1993-12-07	0	172.292	25.63
1993-12-08	0	170.01	27.04
1993-12-09	0	167.951	27.52
1993-12-10	0	163.36	27.08
1993-12-11	0	159.106	28.05
1993-12-12	24.39	156.691	20.64
1993-12-13	8.81	235.984	24.5
1993-12-14	0.23	179.15	20.23
1993-12-15	31.92	185.785	19.31
1993-12-16	3.19	307.154	18.51
1993-12-17	2.66	192.241	21.98
1993-12-18	0	171.808	25.81
1993-12-19	0	163.923	26.72
1993-12-20	0	158.682	27.5
1993-12-21	0	154.458	23.55
1993-12-22	12.86	153.202	20.5
1993-12-23	24.47	212.335	18.87
1993-12-24	21.25	297.942	19.03
1993-12-25	0.76	286.165	22.75
1993-12-26	6.64	207.447	14.47
1993-12-27	37.87	206.732	11.71
1993-12-28	28.76	564.782	16.04
1993-12-29	4.73	817.441	17.62
1993-12-30	1.79	571.128	22.61
1993-12-31	0.13	394.143	20.48
1994-01-01	0.23	290.124	21.15
1994-01-02	1.11	270.685	31.62
1994-01-03	0	249.334	19.95
1994-01-04	8.85	237.551	19.64
1994-01-05	0	264.49	19.93
1994-01-06	1.36	238.775	19.12
1994-01-07	12.06	255.231	20.65
1994-01-08	14.51	261.988	15.61
1994-01-09	5.25	287.916	17.36
1994-01-10	0	240.169	21.9
1994-01-11	0	222.116	29.71
1994-01-12	0	212.803	33.04
1994-01-13	0	203.719	31.21
1994-01-14	0.08	198.532	19.97
1994-01-15	0	196.935	25.01
1994-01-16	0	192.1	22.85
1994-01-17	10.83	188.09	19.73
1994-01-18	0	207.481	22.79
1994-01-19	0	188.641	23.94
1994-01-20	0	185.283	23.52
1994-01-21	2.31	180.382	16.39
1994-01-22	0.57	188.462	23.08
1994-01-23	0	195.781	27.42
1994-01-24	0	177.513	30.94
1994-01-25	0	172.226	33.72
1994-01-26	0	167.463	35.6
1994-01-27	0.47	162.973	26.71
1994-01-28	0	155.366	28.78
1994-01-29	0.06	154.493	28.77
1994-01-30	0.01	172.156	27.72
1994-01-31	0.23	175.592	29.92
1994-02-01	17.82	146.132	28.37
1994-02-02	9.06	150.481	29.53
1994-02-03	2.23	152.683	30.65
1994-02-04	0	164.9	31.86
1994-02-05	4.72	151.755	26.86
1994-02-06	2.22	143.831	30.13
1994-02-07	1.76	142.059	29.15
1994-02-08	0.44	146.153	32.19
1994-02-09	0.38	291.588	31.48
1994-02-10	0	195.511	25.92
1994-02-11	52.68	159.856	19.01
1994-02-12	1.93	150.648	23.01
1994-02-13	0	168.31	27.46
1994-02-14	0	162.391	23.68
1994-02-15	14.38	146.569	25.36
1994-02-16	4.58	144.031	20.18
1994-02-17	0	140.367	19.58
1994-02-18	0	137.321	18.48
1994-02-19	0	135.163	22.86
1994-02-20	0	132.378	23.84
1994-02-21	0	128.778	24
1994-02-22	0	126.526	28.43
1994-02-23	0.07	130.887	31.19
1994-02-24	0	129.8	26.07
1994-02-25	0.96	222.126	25.62
1994-02-26	3.86	243.404	29.58
1994-02-27	17.26	159.182	17.79
1994-02-28	44.55	159.182	17.73
1994-03-01	0	159.182	20.65
1994-03-02	0	148.365	22.47
1994-03-03	0	137.438	21.58
1994-03-04	0	133.016	20.43
1994-03-05	0	132.032	19.46
1994-03-06	0	128.465	19.52
1994-03-07	0	126.547	23.03
1994-03-08	0.18	123.671	22.33
1994-03-09	8.46	123.231	17.08
1994-03-10	15.2	143.225	20.39
1994-03-11	24.02	166.787	16.57
1994-03-12	1.81	227.66	14.87
1994-03-13	1	221.32	14.5
1994-03-14	3.75	155.645	16.91
1994-03-15	0.15	163.355	19
1994-03-16	0.25	149.215	17.58
1994-03-17	0.43	141.208	15.76
1994-03-18	0	140.185	19.26
1994-03-19	0	137.443	20.88
1994-03-20	0	131.452	21.87
1994-03-21	0	128.022	22.99
1994-03-22	0	125.47	24.63
1994-03-23	0	123.529	22.88
1994-03-24	0	122.034	23.07
1994-03-25	0	122.011	22.46
1994-03-26	0	120.733	22.9
1994-03-27	0	117.761	22.86
1994-03-28	0	114.951	23.3
1994-03-29	0	115.371	24.19
1994-03-30	0	114.627	24.22
1994-03-31	0.42	114.555	25.06
1994-04-01	8.84	121.237	18.33
1994-04-02	8.34	169.617	16.02
1994-04-03	0.54	148.337	18.79
1994-04-04	1.94	125.32	21.85
1994-04-05	0	119.765	24.69
1994-04-06	0	123.693	20.07
1994-04-07	25.94	221.69	15.27
1994-04-08	10.11	155.74	17.51
1994-04-09	0	129.969	19.11
1994-04-10	0.22	124.231	17.01
1994-04-11	28.4	212.508	10.49
1994-04-12	2.92	179.554	14.46
1994-04-13	2.77	143.14	18.31
1994-04-14	0.46	142.177	19.76
1994-04-15	0.43	132.955	20.04
1994-04-16	0	129.685	20.64
1994-04-17	0	124.039	20.16
1994-04-18	8.91	137.929	14.54
1994-04-19	0.21	125.938	14.85
1994-04-20	3.63	129.835	16.23
1994-04-21	0.02	134.416	18.09
1994-04-22	0	122.954	17.98
1994-04-23	0	120.792	19.1
1994-04-24	0	119.976	21.27
1994-04-25	0.05	116.55	21.7
1994-04-26	0	114.663	24.07
1994-04-27	0	114.468	24.55
1994-04-28	0	110.318	22.48
1994-04-29	0.47	109.102	13.55
1994-04-30	0	109.017	15.67
1994-05-01	0.02	109.017	18.3
1994-05-02	0.89	108.284	15.35
1994-05-03	0.91	106.892	15.98
1994-05-04	0.7	109.381	17.05
1994-05-05	0	109.207	18.69
1994-05-06	0	107.205	18.26
1994-05-07	0	106.832	16.81
1994-05-08	0.41	106.832	14.54
1994-05-09	0.57	106.558	12.53
1994-05-10	0.04	106.423	10.85
1994-05-11	0.52	106.423	11.78
1994-05-12	0.6	105.096	12.59
1994-05-13	0	107.94	12.62
1994-05-14	1.63	109.43	11.87
1994-05-15	2.35	109.079	9.82
1994-05-16	2.63	111.877	11.52
1994-05-17	0	108.243	14.69
1994-05-18	19.47	107.471	11.23
1994-05-19	9.67	159.629	9.85
1994-05-20	8.2	182.739	10.03
1994-05-21	0.85	152.175	13.51
1994-05-22	3.66	137.464	13.04
1994-05-23	3.42	128.383	12.66
1994-05-24	3.49	126.543	17.62
1994-05-25	0.17	119.096	14.18
1994-05-26	2.96	111.354	12.24
1994-05-27	22.03	116.109	14.07
1994-05-28	1.27	178.088	13.78
1994-05-29	0.08	154.777	15.21
1994-05-30	0	129.72	17.22
1994-05-31	0	119.05	14.02
1994-06-01	3.42	117.215	15.02
1994-06-02	0	114.26	17.75
1994-06-03	0	113.371	14.28
1994-06-04	0.46	107.771	14.99
1994-06-05	0.62	106.612	12.92
1994-06-06	0.63	105.592	14.96
1994-06-07	0.75	103.255	11.44
1994-06-08	12.51	122.335	11.46
1994-06-09	2.23	119.985	11.61
1994-06-10	0.1	109.735	12.03
1994-06-11	0	105.468	11.07
1994-06-12	0.24	105.547	9.97
1994-06-13	1.78	106.722	9.68
1994-06-14	3.67	114.083	11.3
1994-06-15	5.09	126.381	9.63
1994-06-16	1.37	116.019	11.95
1994-06-17	5.36	120.698	10.74
1994-06-18	2.08	128.969	9.48
1994-06-19	16.82	205.146	10.07
1994-06-20	17.08	188.377	9.88
1994-06-21	0.72	141.323	7.75
1994-06-22	2.81	126.095	11.13
1994-06-23	2.28	119.253	11.88
1994-06-24	8.77	193.477	10.45
1994-06-25	15.15	343.76	7.5
1994-06-26	7.38	227.607	7.52
1994-06-27	3.79	181.189	9.71
1994-06-28	0	154.41	9.67
1994-06-29	0	142.777	8.4
1994-06-30	0	133.939	8.43
1994-07-01	0.09	130.302	10.01
1994-07-02	0	128.762	10.2
1994-07-03	0	127.77	12.61
1994-07-04	0	126.114	14.55
1994-07-05	0	124.202	14.3
1994-07-06	0.05	119.399	14.63
1994-07-07	0	117.984	14.05
1994-07-08	0	116.384	14.73
1994-07-09	0.14	115.446	13.55
1994-07-10	1.56	113.207	12.05
1994-07-11	1.02	112.592	10.43
1994-07-12	3.15	121.433	10.02
1994-07-13	3.44	123.73	8.44
1994-07-14	2.63	124.783	9.17
1994-07-15	0.8	128.184	12.19
1994-07-16	4.05	113.619	8.21
1994-07-17	1.63	113.187	9.74
1994-07-18	3.69	117.081	8.85
1994-07-19	5.7	115.423	9.65
1994-07-20	3.9	173.384	8.21
1994-07-21	1.74	135.371	9.86
1994-07-22	3.01	123.897	8.26
1994-07-23	0.17	143.278	9.36
1994-07-24	0	121.078	9.22
1994-07-25	5.95	117.358	9.22
1994-07-26	1.63	111.647	7.39
1994-07-27	4.83	122.525	8.99
1994-07-28	1.4	129.12	9.29
1994-07-29	0.28	131.618	12.52
1994-07-30	0.35	122.207	8.33
1994-07-31	10.76	113.794	6.8
1994-08-01	14.39	138.332	8.62
1994-08-02	4.9	219.334	8.59
1994-08-03	5.43	223.768	7.98
1994-08-04	4.32	165.66	8.69
1994-08-05	2.05	172.226	9.39
1994-08-06	0.27	154.668	11.79
1994-08-07	5.39	137.768	7.87
1994-08-08	4.09	140.25	6.14
1994-08-09	11.99	141.202	8.6
1994-08-10	7.04	174.103	9.38
1994-08-11	0	167.94	10.08
1994-08-12	0.18	142.484	12.54
1994-08-13	10.39	131.669	9.44
1994-08-14	2.42	139.755	8.21
1994-08-15	5.75	149.711	8.72
1994-08-16	0.04	162.919	8.52
1994-08-17	1.31	148.701	10.32
1994-08-18	1.41	134.923	11.57
1994-08-19	1.42	137.744	11.4
1994-08-20	0.09	129.228	12.48
1994-08-21	0.03	124.764	10.68
1994-08-22	0.09	121.759	12.9
1994-08-23	10.09	121.231	10.28
1994-08-24	5.72	146.913	9.63
1994-08-25	0.05	137.32	12.25
1994-08-26	0.1	128.511	15.33
1994-08-27	0	125.353	16.46
1994-08-28	0	120.393	17.88
1994-08-29	0	115.816	13.37
1994-08-30	0	114.693	14.11
1994-08-31	0.04	112.406	14.09
1994-09-01	0	110.945	16.97
1994-09-02	0	109.133	19.74
1994-09-03	0.6	107.847	19.77
1994-09-04	1.72	109.156	13.22
1994-09-05	6.1	118.502	12.44
1994-09-06	1.97	116.589	10.42
1994-09-07	1.9	126.573	9.8
1994-09-08	0.08	110.64	11.77
1994-09-09	0.05	107.109	13.04
1994-09-10	0	105.286	15.16
1994-09-11	0	103.051	17.5
1994-09-12	0	101.27	20.2
1994-09-13	5.47	112.201	12.52
1994-09-14	9.15	143.893	12.03
1994-09-15	2	124.139	13.37
1994-09-16	2.65	109.626	11.13
1994-09-17	0.87	111.237	11.15
1994-09-18	0.96	107.363	12.35
1994-09-19	8.61	145.565	8.41
1994-09-20	10.98	215.6	7.8
1994-09-21	24.54	300.898	11.45
1994-09-22	0	163.025	16.19
1994-09-23	0.05	136.977	13.55
1994-09-24	3.61	134.657	11.75
