"Date"	"P"	"Q"	"E"
1983-02-21	0	29.732	29.05
1983-02-22	1.22	29.818	28.78
1983-02-23	9.18	28.607	25.5
1983-02-24	0	26.955	29.82
1983-02-25	0	25.821	32.45
1983-02-26	0	25.238	32.9
1983-02-27	0	25.473	34.05
1983-02-28	0	25.473	33.97
1983-03-01	1.94	25.473	34.08
1983-03-02	0.45	27.689	32.15
1983-03-03	1.7	28.448	34.36
1983-03-04	5.12	26.876	33.3
1983-03-05	10.4	27.972	29.34
1983-03-06	0	38.253	34.1
1983-03-07	1.38	37.434	35.85
1983-03-08	0.23	28.943	34.12
1983-03-09	7.43	27.592	21.02
1983-03-10	0	29.238	26.09
1983-03-11	0.02	37.637	27.75
1983-03-12	0.43	29.086	31.96
1983-03-13	0.84	26.789	21.7
1983-03-14	0.75	26.279	24.06
1983-03-15	2.04	26.604	20.55
1983-03-16	0.35	26.618	23.81
1983-03-17	0	26.805	26.3
1983-03-18	0	26.541	27.35
1983-03-19	0	25.867	28.05
1983-03-20	0.14	25.525	23.8
1983-03-21	4.1	25.48	19.2
1983-03-22	6.97	31.979	14.93
1983-03-23	17.64	58.516	13.6
1983-03-24	18.49	80.424	15.21
1983-03-25	11.82	149.877	17.46
1983-03-26	0	93.453	18.35
1983-03-27	0.19	48.318	18.5
1983-03-28	0.7	39.477	18.2
1983-03-29	0	37.339	22.01
1983-03-30	0.4	35.777	19.19
1983-03-31	0.02	34.092	19.27
1983-04-01	0	33.42	17.13
1983-04-02	0	31.901	17.23
1983-04-03	0.65	31.125	18.12
1983-04-04	7.6	33.248	11.03
1983-04-05	10.9	71.735	13.41
1983-04-06	14.32	84.127	10.99
1983-04-07	2.94	55.454	12.42
1983-04-08	0	43.788	15.86
1983-04-09	0.08	38.692	18.03
1983-04-10	2.02	37.067	18.33
1983-04-11	8.16	41.705	16.65
1983-04-12	2.01	43.819	15.33
1983-04-13	4.9	49.028	15.23
1983-04-14	1.07	47.209	14.37
1983-04-15	6.13	60.298	11.82
1983-04-16	0.11	53.758	13.67
1983-04-17	0.46	41.512	14.72
1983-04-18	0.26	39.317	16.19
1983-04-19	0	37.921	17.68
1983-04-20	0	36.965	19.32
1983-04-21	0	36.343	20.17
1983-04-22	0.21	35.54	20.4
1983-04-23	4.54	36.129	17.5
1983-04-24	18.15	63.629	15.33
1983-04-25	4.94	68.481	14.7
1983-04-26	7.31	47.856	16.91
1983-04-27	2.27	49.425	16.93
1983-04-28	0.02	41.771	16.91
1983-04-29	0.04	40.08	16.62
1983-04-30	0	39.531	15.5
1983-05-01	2.34	39.275	15.76
1983-05-02	9.07	38.987	15.03
1983-05-03	19.74	59.163	14.97
1983-05-04	8.12	115.519	13.55
1983-05-05	6.64	83.326	12.93
1983-05-06	6.13	104.185	14.21
1983-05-07	2.18	70.373	13.5
1983-05-08	8.52	60.024	14.84
1983-05-09	5.69	92.81	13.15
1983-05-10	1.02	86.435	15.06
1983-05-11	3.2	59.601	15.2
1983-05-12	0.25	55.666	16.02
1983-05-13	0	52.898	17.2
1983-05-14	0	46.721	14.28
1983-05-15	36.78	46.152	12.49
1983-05-16	22.3	144.941	9.7
1983-05-17	0.16	176.683	11.8
1983-05-18	0	89.446	12.5
1983-05-19	0	64.3	13.68
1983-05-20	3.89	56.72	15.27
1983-05-21	0.07	53.62	15.16
1983-05-22	0.62	51.06	14.85
1983-05-23	2.47	48.353	13.82
1983-05-24	3.08	47.782	12.03
1983-05-25	1.26	52.829	14.61
1983-05-26	0.06	51.746	14.4
1983-05-27	0.22	47.492	12.55
1983-05-28	2.78	47.076	12.25
1983-05-29	9.75	48.372	8.64
1983-05-30	25.98	76.32	9.05
1983-05-31	9.34	173.249	10.37
1983-06-01	7.94	123.053	11.7
1983-06-02	0.74	128.415	12.17
1983-06-03	1.03	87.268	10.89
1983-06-04	0.38	73.893	12.25
1983-06-05	0.35	66.294	12.96
1983-06-06	0.36	60.596	11.68
1983-06-07	5.5	65.62	9.88
1983-06-08	18.53	122.911	7.27
1983-06-09	5.65	100.215	7.14
1983-06-10	23.2	174.449	8.06
1983-06-11	5.67	176.025	8.27
1983-06-12	1.78	113.368	9.24
1983-06-13	15.67	151.804	9.73
1983-06-14	0.18	117.606	8.36
1983-06-15	1.82	96.858	10.56
1983-06-16	0.19	87.435	10.35
1983-06-17	0	78.633	9.43
1983-06-18	0	73.972	9.98
1983-06-19	0.34	70.236	11.13
1983-06-20	2.49	74.216	12.33
1983-06-21	3.66	78.327	13.3
1983-06-22	1.62	70.399	8.8
1983-06-23	0	65.249	8.42
1983-06-24	1.71	62.442	6.82
1983-06-25	4.31	93.743	6.67
1983-06-26	13.11	134.108	5.63
1983-06-27	12.66	115.688	4.37
1983-06-28	4.32	131.33	4.77
1983-06-29	5.84	142.363	6.87
1983-06-30	18.85	204.031	9.89
1983-07-01	11.16	161.089	9.71
1983-07-02	25.59	168.826	10.15
1983-07-03	5.55	424.918	11.69
1983-07-04	9.51	296.625	8.6
1983-07-05	1.76	174.091	7.26
1983-07-06	11.39	142.608	6.9
1983-07-07	20.2	146.504	7.77
1983-07-08	11.29	248.814	7.44
1983-07-09	0.13	172.756	9.67
1983-07-10	0.07	131.992	7.24
1983-07-11	0.6	117.496	7.82
1983-07-12	3.04	109.88	7.41
1983-07-13	8.26	106.378	7.6
1983-07-14	1.66	150.074	9.32
1983-07-15	1.55	118.736	9.78
1983-07-16	2.88	109.606	9.01
1983-07-17	1.09	101.473	8.03
1983-07-18	1.24	101.508	5.85
1983-07-19	4.01	94.822	4.69
1983-07-20	10.31	95.018	7.15
1983-07-21	0.3	117.698	7.74
1983-07-22	1.9	109.429	6.64
1983-07-23	4.22	99.084	8.31
1983-07-24	0.27	119.047	8.56
1983-07-25	1.97	97.693	10.1
1983-07-26	1.88	89.863	11.4
1983-07-27	9.29	85.51	7.78
1983-07-28	28.09	97.568	9.97
1983-07-29	12.93	242.243	9.22
1983-07-30	16.58	159.359	9.74
1983-07-31	14.37	264.449	9.07
1983-08-01	4.48	216.879	10.91
1983-08-02	5.27	176.724	9.49
1983-08-03	5.85	178.184	9.4
1983-08-04	0	198.311	9.27
1983-08-05	0	151.195	9.11
1983-08-06	0	134.803	9.04
1983-08-07	0.05	127.317	9.19
1983-08-08	1.86	122.684	9.75
1983-08-09	15.43	134.29	11.49
1983-08-10	6.88	197.879	10.13
1983-08-11	1.82	176.084	11.65
1983-08-12	0.71	150.347	13.79
1983-08-13	0.04	135.487	14.37
1983-08-14	0.34	123.577	14.99
1983-08-15	0	117.675	15.22
1983-08-16	9.22	111.926	15.2
1983-08-17	52.77	107.53	9.77
1983-08-18	6.82	310.427	9.57
1983-08-19	3.71	263.778	9.17
1983-08-20	1.61	183.806	9.33
1983-08-21	4.79	155.828	11.62
1983-08-22	3.96	156.511	9.06
1983-08-23	3.86	151.722	14.87
1983-08-24	1.21	149.173	14.62
1983-08-25	10.4	133.544	11.75
1983-08-26	29.84	161.256	9.27
1983-08-27	9.75	290.361	10.52
1983-08-28	6.01	213.672	8.85
1983-08-29	6.01	255.026	12.2
1983-08-30	2.81	218.368	10.82
1983-08-31	8.58	189.127	12.16
1983-09-01	9.22	218.323	12.51
1983-09-02	4.89	177.917	14.28
1983-09-03	28.43	372.591	12.43
1983-09-04	6.64	284.212	11.26
1983-09-05	17.28	232.967	13.54
1983-09-06	7.59	253.066	12.67
1983-09-07	6.52	238.515	12.41
1983-09-08	17.17	304.71	12.18
1983-09-09	18.33	369.726	12.39
1983-09-10	8.71	350.186	11.37
1983-09-11	4.51	290.946	9.24
1983-09-12	10.91	300.409	9.49
1983-09-13	9.71	259.685	9.01
1983-09-14	11.5	290.729	11.2
1983-09-15	0.03	232.568	13.73
1983-09-16	0	208.237	14.26
1983-09-17	1.33	205.45	15.11
1983-09-18	5.54	213.162	13.1
1983-09-19	4.86	196.5	11.92
1983-09-20	1.65	202.538	12.37
1983-09-21	13.89	213.265	11.73
1983-09-22	0.2	179.041	15.4
1983-09-23	0.12	169.418	15.05
1983-09-24	2.62	168.804	11.76
1983-09-25	0.72	163.551	13.51
1983-09-26	1.56	153.245	16.06
1983-09-27	1.91	147.646	16.14
1983-09-28	10.8	167.031	19.8
1983-09-29	0.03	162.285	15.43
1983-09-30	0.58	145.185	16.3
1983-10-01	0	137.279	17.93
1983-10-02	0	136.968	14.48
1983-10-03	1.59	134.088	12.99
1983-10-04	0.09	133.296	14.73
1983-10-05	0	128.639	14
1983-10-06	0	123.16	13.9
1983-10-07	0	119.97	15.09
1983-10-08	0	119.808	15.92
1983-10-09	0	117.939	16.6
1983-10-10	0	114.546	19.25
1983-10-11	0.31	112.433	20.2
1983-10-12	10.45	110.101	14.15
1983-10-13	14.33	130.213	16.05
1983-10-14	5.19	186.309	20.68
1983-10-15	28.98	131.816	15.59
1983-10-16	35.6	232.242	14.61
1983-10-17	28.7	337.165	12.5
1983-10-18	2	282	14.92
1983-10-19	6.12	183.235	15.15
1983-10-20	14.43	173.088	12.13
1983-10-21	16.34	252.436	15.61
1983-10-22	0.48	263.436	19.05
1983-10-23	0.2	215.5	18.07
1983-10-24	0.59	175.431	20.5
1983-10-25	0	164.032	22.24
1983-10-26	0.04	152.796	22.42
1983-10-27	0	146.957	24.99
1983-10-28	0.04	139.844	13.84
1983-10-29	1.45	135.836	16.95
1983-10-30	0	137.454	13.48
1983-10-31	1.17	131.166	19.38
1983-11-01	0	130.974	19.92
1983-11-02	0.36	123.235	19.94
1983-11-03	5.63	126.893	21.9
1983-11-04	7.38	139.11	14.98
1983-11-05	2.46	154.577	15.91
1983-11-06	0.84	125.202	22.03
1983-11-07	1.79	118.2	28.17
1983-11-08	5.3	134.976	23.03
1983-11-09	22.42	213.419	14.9
1983-11-10	4.52	189.912	14.01
1983-11-11	3.21	145.266	19.26
1983-11-12	0	126.022	23.63
1983-11-13	0	117.949	23.52
1983-11-14	0.5	113.866	28.01
1983-11-15	5.59	122.009	15.33
1983-11-16	10.44	158.814	9.41
1983-11-17	33.3	344.808	12.54
1983-11-18	16.67	245.863	14.96
1983-11-19	0.69	177.017	19.51
1983-11-20	0	150.299	22.3
1983-11-21	0.49	138.033	22.98
1983-11-22	0	127.012	20.05
1983-11-23	0	122.807	24.7
1983-11-24	2.9	119.927	24.65
1983-11-25	14.87	144.876	16.87
1983-11-26	11.5	167.474	17.15
1983-11-27	1.1	133.626	22.21
1983-11-28	6.44	139.713	22.03
1983-11-29	6.93	126.528	24.69
1983-11-30	27.66	252.103	20.5
1983-12-01	22.55	382.782	21.19
1983-12-02	8.1	259.04	24.22
1983-12-03	0.11	153.602	21.98
1983-12-04	0	134.21	23.46
1983-12-05	0	128.331	25.76
1983-12-06	2.84	123.395	18.99
1983-12-07	22.25	122.18	14.16
1983-12-08	1.82	174.761	17.57
1983-12-09	1.76	154.675	20.56
1983-12-10	0	134.028	23.86
1983-12-11	0.19	119.934	24.55
1983-12-12	0.07	117.984	27.3
1983-12-13	1.43	112.099	23.19
1983-12-14	0.37	112.452	28.79
1983-12-15	0	110.457	21.94
1983-12-16	0.11	103.429	19.61
1983-12-17	2.08	102.479	22.95
1983-12-18	0	107.346	27.74
1983-12-19	4.05	107.485	30.41
1983-12-20	0	97.639	33.58
1983-12-21	0	92.082	29.25
1983-12-22	0	89.656	28.61
1983-12-23	0	88.257	28.44
1983-12-24	0	84.621	33.21
1983-12-25	0	85.297	26.9
1983-12-26	0.56	88.397	21.88
1983-12-27	0.07	88.887	25.09
1983-12-28	0.24	86.812	27.23
1983-12-29	0	83.214	27.79
1983-12-30	1.1	81.518	28.62
1983-12-31	1.93	79.522	22.34
1984-01-01	17.67	69.728	22.35
1984-01-02	37.19	161.256	25
1984-01-03	0.56	209.471	22.26
1984-01-04	0	138.675	22.84
1984-01-05	0	99.899	28.12
1984-01-06	0.25	90.443	26.78
1984-01-07	2.95	85.54	28.37
1984-01-08	0.02	88.108	28.27
1984-01-09	0	84.038	24.05
1984-01-10	0.22	79.718	24.09
1984-01-11	0	78.986	28.3
1984-01-12	0	79.745	29.65
1984-01-13	0	76.52	30.06
1984-01-14	0	74.279	26.43
1984-01-15	10.88	72.633	18.86
1984-01-16	42.91	81.406	20.54
1984-01-17	0.15	219.11	16.67
1984-01-18	0.82	127.375	18.4
1984-01-19	0	94.014	23.11
1984-01-20	0	86.311	24.49
1984-01-21	0.3	81.144	20.25
1984-01-22	0.99	77.664	19.86
1984-01-23	1.19	76.938	25.36
1984-01-24	3.94	76.193	23.35
1984-01-25	3.55	74.15	25.53
1984-01-26	16.69	82.964	18.39
1984-01-27	6.32	116.912	19.9
1984-01-28	0	97.56	23.56
1984-01-29	2.3	83.846	23.81
1984-01-30	9.88	77.131	17.42
1984-01-31	3.6	85.232	19.56
1984-02-01	0.56	84.034	22.34
1984-02-02	0	71.396	25.97
1984-02-03	0	68.774	30.13
1984-02-04	0	66.269	29.99
1984-02-05	0	65.019	29.49
1984-02-06	1.01	80.883	32.06
1984-02-07	9.3	82.644	24.42
1984-02-08	4.21	71.251	24.93
1984-02-09	0.33	68.045	22.64
1984-02-10	0.11	66.373	20.84
1984-02-11	0	64.143	26.56
1984-02-12	0	63.216	30.89
1984-02-13	0	63.232	21.26
1984-02-14	0	61.919	24.5
1984-02-15	0	60.449	30.33
1984-02-16	0.16	60.324	28.54
1984-02-17	0.05	59.621	26.26
1984-02-18	0	58.718	27.26
1984-02-19	0	58.998	28
1984-02-20	1.7	104.205	27.99
1984-02-21	12.47	86.934	22.09
1984-02-22	4.52	67.776	27.5
1984-02-23	0.05	65.331	27.39
1984-02-24	0.33	62.664	19.7
1984-02-25	0	60.767	24.57
1984-02-26	0	58.82	28.89
1984-02-27	0.1	73.519	30.28
1984-02-28	8.13	88.147	16.74
1984-02-29	6.96	76.529	17.35
1984-03-01	1.47	76.529	17.2
1984-03-02	1.93	72.352	15.91
1984-03-03	0.09	70.664	21.26
1984-03-04	0	71.99	23.82
1984-03-05	0	66.303	25.94
1984-03-06	0	62.624	28.77
1984-03-07	0	59.357	29.1
1984-03-08	0	57.456	17.9
1984-03-09	0	57.085	22.22
1984-03-10	0.05	57.414	23.8
1984-03-11	1.02	56.3	21.89
1984-03-12	0.09	56.05	25.4
1984-03-13	11.82	57.095	16.63
1984-03-14	29.03	89.398	15.89
1984-03-15	9.43	153.459	15.9
1984-03-16	5.01	106.652	21.41
1984-03-17	0	84.002	24.49
1984-03-18	0.08	68.59	24.7
1984-03-19	8.02	63.247	17.06
1984-03-20	13.29	67.731	20.85
1984-03-21	4.72	169.023	22.4
1984-03-22	0	90.643	25.09
1984-03-23	0	72.078	25.05
1984-03-24	3.03	65.967	19.47
1984-03-25	20.73	62.961	17.97
1984-03-26	9.88	96.049	16
1984-03-27	23.22	128.669	12.41
1984-03-28	17.14	169.59	16.77
1984-03-29	0	189.325	20.25
1984-03-30	0	100.641	22.92
1984-03-31	0	81.676	20.92
1984-04-01	0	73.55	20.71
1984-04-02	0	70.057	23.8
1984-04-03	0	67.998	18.85
1984-04-04	0	66.441	18.29
1984-04-05	0	63.911	19.54
1984-04-06	0	63.287	23.8
1984-04-07	0.16	60.895	19.72
1984-04-08	0	60.467	20.67
1984-04-09	0	58.953	19.1
1984-04-10	0	58.083	20.34
1984-04-11	0	58.337	20.63
1984-04-12	0	58.09	21.51
1984-04-13	0	57.574	21.31
1984-04-14	0	57.121	21.3
1984-04-15	0.16	56.145	21.1
1984-04-16	2.96	62.69	15.54
1984-04-17	14.7	98.23	18.4
1984-04-18	5.14	82.155	12.73
1984-04-19	16.63	111.829	13.99
1984-04-20	9.97	85.234	13.04
1984-04-21	43.92	276.813	15.02
1984-04-22	3.83	175.455	16.85
1984-04-23	17.42	102.951	14.01
1984-04-24	1.67	96.657	12.39
1984-04-25	5.19	90.033	14.88
1984-04-26	3.34	103.098	12.94
1984-04-27	1.99	89.807	14.91
1984-04-28	3.1	88.372	14.33
1984-04-29	1.81	112.096	17.73
1984-04-30	0.13	86.808	18.35
1984-05-01	0.11	83.74	17.69
1984-05-02	0	80.459	18.82
1984-05-03	0.26	79.088	17.06
1984-05-04	4.1	76.176	13.06
1984-05-05	0.15	76.408	11.45
1984-05-06	0.88	78.725	12.71
1984-05-07	0.18	72.768	13.39
1984-05-08	0	71.171	13.54
1984-05-09	0.06	70.39	15.12
1984-05-10	0	69.155	14.44
1984-05-11	0.02	68.921	14.51
1984-05-12	0	69.186	11.24
1984-05-13	3.29	68.545	13
1984-05-14	1.11	71.603	13.23
1984-05-15	0	70.364	13.55
1984-05-16	0	68.797	14.47
1984-05-17	0	67.7	16.54
1984-05-18	0	67.657	17.42
1984-05-19	0.31	66.804	17.33
1984-05-20	0	66.235	18.35
1984-05-21	0	66.152	15.99
1984-05-22	4.08	66.117	10.51
1984-05-23	10.81	69.743	10.85
1984-05-24	8.64	94.219	11.78
1984-05-25	4.76	131.793	12.91
1984-05-26	0.02	105.074	13.17
1984-05-27	0	78.713	14.06
1984-05-28	0	73.913	14.32
1984-05-29	0.05	72.11	12.4
1984-05-30	2.82	70.053	15.54
1984-05-31	0	69.622	16.55
1984-06-01	27.18	141.782	10.68
1984-06-02	0.18	114.402	10.23
1984-06-03	1.82	84.738	10.62
1984-06-04	3.81	88.841	14.19
1984-06-05	0.02	85.22	13.49
1984-06-06	0.14	76.767	14.82
1984-06-07	0.77	72.849	16.14
1984-06-08	12.67	92.762	10.45
1984-06-09	0.37	90.805	9.74
1984-06-10	3.54	80.464	9.5
1984-06-11	1.43	77.475	10.05
1984-06-12	0	74.327	9.63
1984-06-13	0	71.489	11.69
1984-06-14	0	69.945	12.84
1984-06-15	0.08	69.416	14.35
1984-06-16	0.76	69.487	11.73
1984-06-17	5.75	79.743	12.47
1984-06-18	4.01	76.861	9.63
1984-06-19	12.01	180.473	10.97
1984-06-20	5.6	120.364	12.04
1984-06-21	0.02	89.778	9.56
1984-06-22	0	82.03	10.71
1984-06-23	0	77.885	12.45
1984-06-24	0.49	74.643	12.06
1984-06-25	0.73	73.689	11.7
1984-06-26	1.44	74.448	11.42
1984-06-27	0.62	74.393	9.2
1984-06-28	0.38	72.615	10.42
1984-06-29	13.04	122.774	9.86
1984-06-30	17.03	238.87	11.02
1984-07-01	6.24	176.474	9.87
1984-07-02	7.59	169.98	6.68
1984-07-03	3.66	135.765	2.41
1984-07-04	1.75	123.949	10.05
1984-07-05	0	112.164	10.36
1984-07-06	0.02	101.34	9.65
1984-07-07	0.57	95.2	5.87
1984-07-08	5.32	92.106	11.27
1984-07-09	1.79	101.31	8.89
1984-07-10	2.27	93.18	11.32
1984-07-11	2.56	95.489	11.12
1984-07-12	0.49	89.927	10.11
1984-07-13	2.4	86.423	7.92
1984-07-14	0.5	86.534	8.83
1984-07-15	1.94	85.428	9.62
1984-07-16	17.36	81.791	8.38
1984-07-17	5.22	111.891	7.03
1984-07-18	2.76	158.945	8.31
1984-07-19	8.01	109.022	5.38
1984-07-20	13.5	134.206	9.45
1984-07-21	7.8	186.836	6.97
1984-07-22	0.18	132.1	7.17
1984-07-23	2.66	111.392	7.09
1984-07-24	1.78	107.569	10.4
1984-07-25	1.45	106.217	12.01
1984-07-26	0.02	101.707	12.38
1984-07-27	0	94.787	8.79
1984-07-28	6.22	92.284	8.25
1984-07-29	28.2	93.964	9
1984-07-30	26.88	453.775	9.79
1984-07-31	2.75	583.659	10.86
1984-08-01	4.97	240.342	10.89
1984-08-02	1	211.515	11.27
1984-08-03	0.53	186.152	12.72
1984-08-04	0	166.935	15.66
1984-08-05	1.89	149.492	9.89
1984-08-06	10.54	143.213	12.7
1984-08-07	2.07	168.532	13.27
1984-08-08	0.49	138.658	13.72
1984-08-09	0.83	129.687	9.18
1984-08-10	18.73	124.693	8.62
1984-08-11	4.7	194.815	9.53
1984-08-12	26.14	185.884	9.69
1984-08-13	19.35	424.821	10.15
1984-08-14	5.1	323.053	10.26
1984-08-15	3.37	310.48	11.07
1984-08-16	0.92	279.121	8.17
1984-08-17	13.51	225.269	9.65
1984-08-18	15.4	240.054	8.99
1984-08-19	11.31	320.454	10.45
1984-08-20	10.15	302.082	8.96
1984-08-21	23.59	264.837	9.87
1984-08-22	13.05	480.681	11.99
1984-08-23	7.12	305.6	10.59
1984-08-24	6.37	365.786	12.32
1984-08-25	9.69	270.368	9.76
1984-08-26	3.09	300.186	10.69
1984-08-27	11.32	266.686	9.41
1984-08-28	9.84	294.898	9.06
1984-08-29	15.23	302.289	11.37
1984-08-30	0.64	338.716	12.32
1984-08-31	0.22	280.335	14.03
1984-09-01	0	239.038	14.98
1984-09-02	1.37	216.477	11.83
1984-09-03	8.7	237.005	13.3
1984-09-04	8.2	224.583	11.7
1984-09-05	7.61	223.438	11.22
1984-09-06	0	203.912	13.19
1984-09-07	0.07	190.738	15.3
1984-09-08	0.05	180.945	16.88
1984-09-09	0	173.267	13.9
1984-09-10	0.29	167.816	18.16
1984-09-11	7.55	183.469	10
1984-09-12	10.21	208.806	9.92
1984-09-13	0.14	173.361	11.77
1984-09-14	0	164.341	13.65
1984-09-15	0	157.716	15.97
1984-09-16	2.77	155.088	12.45
1984-09-17	21.22	259.839	12.27
1984-09-18	30.83	883.636	8.89
1984-09-19	56.49	1428.479	13.07
1984-09-20	9.25	653.676	12.53
1984-09-21	14.62	500.221	9.86
1984-09-22	13.26	511.79	10.68
1984-09-23	4.31	438.62	10.37
1984-09-24	12.28	422.556	11.41
1984-09-25	7.91	421.37	9.85
1984-09-26	9.93	398.424	10.57
1984-09-27	0.83	364.376	10.3
1984-09-28	11.83	393.227	10.29
1984-09-29	11.98	415.89	10.19
1984-09-30	4.12	360.57	13.08
1984-10-01	0	328.392	15.27
1984-10-02	1.06	315.886	18.91
1984-10-03	13.25	298.288	13.95
1984-10-04	26.14	334.735	13.78
1984-10-05	11.91	601.679	16.7
1984-10-06	0.77	402.684	17.88
1984-10-07	0	333.144	18.99
1984-10-08	1.04	308.115	22.39
1984-10-09	2.5	293.149	18.16
1984-10-10	2.68	285.188	15.23
1984-10-11	0.06	282.958	15.48
1984-10-12	0.18	272.79	20.6
1984-10-13	0.05	262.612	22.53
1984-10-14	0	254.552	20.6
1984-10-15	0.4	246.7	18.45
1984-10-16	5.23	237.66	8.6
1984-10-17	29.75	247.845	10.1
1984-10-18	6.31	300.668	12.17
1984-10-19	3.35	376.438	15.15
1984-10-20	0.45	295.267	16.32
1984-10-21	0.22	263.674	17.39
1984-10-22	0.49	250.897	19.96
1984-10-23	0	235.805	22.43
1984-10-24	0	227.987	22.93
1984-10-25	0.44	220.422	15.65
1984-10-26	0.32	216.913	21.17
1984-10-27	0	215.736	17
1984-10-28	0	209.27	18.63
1984-10-29	3.35	212.429	16.38
1984-10-30	0	209.905	19.01
1984-10-31	0	199.642	19.3
1984-11-01	0.34	192.055	21.76
1984-11-02	13.04	220.017	18.93
1984-11-03	2.33	219.41	21.3
1984-11-04	0.16	196.145	18.2
1984-11-05	2.02	195.383	16.22
1984-11-06	0.3	196.987	21.18
1984-11-07	0	184.407	23.59
1984-11-08	0	178.344	25.95
1984-11-09	0	174.793	27.14
1984-11-10	2.8	173.223	28.38
1984-11-11	35.56	314.474	20.89
1984-11-12	14.78	217.147	15.15
1984-11-13	10.06	241.211	17.08
1984-11-14	13.66	316.473	17.79
1984-11-15	1.06	220.824	19.08
1984-11-16	0.45	194.42	23.92
1984-11-17	0	182.627	28.05
1984-11-18	0	175.078	30.27
1984-11-19	0	169.317	27.56
1984-11-20	0.39	164.147	22.59
1984-11-21	2.51	162.657	19.42
1984-11-22	2.65	165.862	15.5
1984-11-23	18.24	237.086	13.02
1984-11-24	13.88	281.02	18.23
1984-11-25	0	200.343	24.1
1984-11-26	5.56	174.733	27.91
1984-11-27	0	165.367	25.02
1984-11-28	0.06	164.343	21.98
1984-11-29	0	157.365	21.29
1984-11-30	0	155.336	19.99
1984-12-01	0	154.02	22.58
1984-12-02	0.34	152.492	25.93
1984-12-03	5.51	149.124	15.72
1984-12-04	3.09	157.239	14.23
1984-12-05	16.91	168.657	18.03
1984-12-06	0.16	252.179	22.45
1984-12-07	0	181.691	24.55
1984-12-08	0	160.831	23.7
1984-12-09	0	150.719	23.59
1984-12-10	0.07	145.609	24.57
1984-12-11	4.56	142.917	21.25
1984-12-12	3.6	147.712	20.42
1984-12-13	0.38	154.564	18.89
1984-12-14	7.72	144.095	23.99
1984-12-15	9.49	161.725	20.77
1984-12-16	0.04	178.93	23.27
1984-12-17	3.26	148.484	26.15
1984-12-18	3.09	138.694	24.07
1984-12-19	0.39	137.891	20.76
1984-12-20	5.77	136.708	16.61
1984-12-21	10.79	155.652	20.29
1984-12-22	0	160.944	23.53
1984-12-23	0	139.501	28.42
1984-12-24	0	131.822	29.78
1984-12-25	1.39	128.641	26.04
1984-12-26	8.35	129.77	21.96
1984-12-27	0.83	174.437	23.66
1984-12-28	0.35	164.15	26.25
1984-12-29	0	131.108	27.2
1984-12-30	0	124.413	29.45
1984-12-31	0	119.558	24.02
1985-01-01	0	115.248	26.88
1985-01-02	0.92	115.837	23.13
1985-01-03	18.11	112.868	19.58
1985-01-04	4.6	163.334	23.2
1985-01-05	0	157.731	20.22
1985-01-06	0.44	123.393	20.52
1985-01-07	0.72	118.733	22.72
1985-01-08	0.31	114.41	23.13
1985-01-09	2.22	112.674	21.13
1985-01-10	0.33	118.532	21.68
1985-01-11	0.47	115.476	24.12
1985-01-12	0	114.302	30.77
1985-01-13	0	107.49	34.55
1985-01-14	0	103.475	37.93
1985-01-15	0.04	99.566	28.25
1985-01-16	0.04	97.912	27.96
1985-01-17	0	100.162	19.86
1985-01-18	0.16	98.128	19.84
1985-01-19	0	97.951	22.65
1985-01-20	0	96.244	23.34
1985-01-21	0	95.153	29.99
1985-01-22	0	94.479	24.05
1985-01-23	0.11	92.971	22.56
1985-01-24	0.02	96.82	21.97
1985-01-25	0.04	95.586	27.4
1985-01-26	0	93.795	29.97
1985-01-27	0	90.534	35.4
1985-01-28	0	86.356	29.08
1985-01-29	0	83.887	32.3
1985-01-30	2.02	50.455	32.59
1985-01-31	15.54	22.162	20.89
1985-02-01	4.52	52.373	23.92
1985-02-02	0	81.196	27.67
1985-02-03	0	78.295	33.03
1985-02-04	0.64	77.309	31.11
1985-02-05	0.16	77.676	32.98
1985-02-06	1.43	75.908	32
1985-02-07	0.13	74.819	21.89
1985-02-08	0.14	73.764	24.29
1985-02-09	0	74.064	26.88
1985-02-10	0.04	72.595	27.17
1985-02-11	0	73.249	28.32
1985-02-12	0	70.671	28.01
1985-02-13	0	70.25	29.2
1985-02-14	0.09	69.495	25.42
1985-02-15	0	71.113	28.99
1985-02-16	0	69.89	19.16
1985-02-17	0.37	68.451	20.89
1985-02-18	0	67.172	24.1
1985-02-19	0	66.975	27.01
1985-02-20	0	66.008	27.69
1985-02-21	0.11	66.59	27.98
1985-02-22	0	65.802	27
1985-02-23	0.22	63.867	24.89
1985-02-24	0	65.443	28.33
1985-02-25	0	71.635	27.45
1985-02-26	1.67	72.659	18.03
1985-02-27	0.96	70.905	15.61
1985-02-28	1.48	70.905	24.22
1985-03-01	0.07	70.905	23.43
1985-03-02	1.09	68.941	21.04
1985-03-03	2.84	66.731	24.38
1985-03-04	1.96	76.335	16.97
1985-03-05	2.62	72.644	16.37
1985-03-06	4.82	75.186	18.69
1985-03-07	0.11	79.803	24.44
1985-03-08	0.19	82.234	26.54
1985-03-09	0	70.298	27.64
1985-03-10	0	66.862	27.62
1985-03-11	0	65.743	28.72
1985-03-12	0.02	63.605	28.36
1985-03-13	0	61.713	31.99
1985-03-14	0	61.023	28.9
1985-03-15	0	59.19	29.99
1985-03-16	0.75	56.837	27.97
1985-03-17	10.03	56.725	19.35
1985-03-18	2.24	66.262	22.23
1985-03-19	0.04	71.906	24.47
